id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45651403,Casas da Travessa | Yellow House [Alenquer],367999964,Cláudia,Alenquer,Alenquer (Santo Estvo e Triana),39.057,-9.00616,Entire home/apt,167,2,15,2024-09-23,0.52,4,315,5,111432/AL
45671569,Libest Santos 3 - Largo de Santos TRENDY with POOL,56201244,Libest,Lisboa,Estrela,38.70682,-9.1532,Entire home/apt,165,2,159,2024-11-16,3.12,46,348,26,112153/AL
45679077,Casas da Travessa | Casa Vermelha [Alenquer],367999964,Cláudia,Alenquer,Alenquer (Santo Estvo e Triana),39.05863,-9.00761,Entire home/apt,123,2,10,2024-10-08,0.24,4,333,1,111433/AL
45693847,Real Oeiras Sunny Apartment,134347982,Diogo,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.6946,-9.32642,Entire home/apt,74,3,61,2024-10-26,1.21,10,115,20,73400/AL
45694336,WOT Lisbon Nomad - Quarto Duplo S com WC,334005516,Nuno,Lisboa,Avenidas Novas,38.73139,-9.14916,Private room,66,1,13,2024-03-02,0.32,4,284,1,15792/AL
45695395,Olala We Apartment | 15.min Boca do Inferno,129000409,Ittai,Cascais,Cascais e Estoril,38.70175,-9.43152,Entire home/apt,114,1,28,2024-10-18,0.58,43,342,9,112614/AL
45695672,"WOT Lisbon Nomad - Quarto M com varanda, c/ wc,",334005516,Nuno,Lisboa,Avenidas Novas,38.73142,-9.14781,Private room,81,1,7,2022-07-02,0.17,4,335,0,15792/AL
45708644,FLH Praça Comércio Bright Flat,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.708839863149514,-9.13740818870969,Entire home/apt,176,1,42,2024-11-13,1.08,279,335,7,104797/AL
45563702,Lisbon Secret & Pena cozy apartment,14402857,Rex,Lisboa,Arroios,38.71764,-9.13947,Entire home/apt,80,2,82,2024-07-17,1.63,3,340,8,102566/AL
45575886,Lovely Chiado Studio by LovelyStay,369064907,Alex,Lisboa,Misericrdia,38.71032,-9.14345,Entire home/apt,36,2,142,2024-11-20,2.79,1,225,33,80796/AL
45577764,Best of Principe Real Liberdade in the Heart of Li,3953109,Feels Like Home,Lisboa,Santo Antnio,38.71699905395508,-9.145139694213867,Entire home/apt,169,1,14,2024-10-03,0.35,279,356,3,35068/AL
45581102,Bedroom in a large apartment with a terrace,11926451,Ana,Lisboa,Penha de Frana,38.73304,-9.1291,Private room,,15,0,,,10,0,0,43447/AL
45585584,São Marçal apartments lovely places to stay (VIII),145101539,Sergio Raul,Lisboa,Santa Maria Maior,38.71737,-9.13565,Entire home/apt,46,2,3,2022-09-07,0.10,20,361,0,80771/AL
45588388,Bedroom with balcony - big apartment with terrace,11926451,Ana,Lisboa,Penha de Frana,38.73296,-9.12744,Private room,,1,0,,,10,0,0,43447/AL
45589229,GuestReady - Spacious and Modern Studio in Belém!,402191311,GuestReady,Lisboa,Ajuda,38.70361,-9.2011,Entire home/apt,73,1,62,2024-10-26,1.43,23,307,10,92929/AL
45602677,MY LX FLAT Stylish Apartment in Old Town,17125483,Patrícia,Lisboa,Misericrdia,38.71049,-9.15029,Entire home/apt,151,1,81,2024-11-03,1.60,38,322,18,86602/AL
45613612,Room nearby ocean,246074541,Gonçalo,Cascais,Carcavelos e Parede,38.686779,-9.351094,Private room,40,2,26,2024-04-23,0.54,6,191,1,102549/AL
45622176,Lisbon Suite with private bathroom,520897,Nuno,Lisboa,Penha de Frana,38.72338,-9.11952,Private room,,2,17,2022-08-20,0.33,1,0,0,112622/AL
45628099,Férias Inesquecíveis,369563637,Massy,Alenquer,Carregado e Cadafais,39.0203,-8.99343,Private room,58,1,17,2024-10-13,0.34,3,358,4,113425
45629020,Lapa garden I@ Pool /  Balcony / Elevator / AC,59156390,Maria,Lisboa,Estrela,38.70901,-9.15783,Entire home/apt,91,2,207,2024-12-09,4.86,49,114,62,111703/AL
45629327,Room 5 - Rossio,98229262,Welcome,Lisboa,Santa Maria Maior,38.71508,-9.13763,Private room,25,1,25,2024-11-27,0.59,13,101,5,12877/AL
45629584,Maison reposante pour long séjour,189310640,Annie,Lourinh,Lourinh e Atalaia,39.238346099853516,-9.28308391571045,Entire home/apt,20,30,10,2024-03-31,0.25,1,155,1,186370547
45631721,Fully renovated city center 2 bedroom apartment,557910,Catarina,Lisboa,Penha de Frana,38.72456,-9.13032,Entire home/apt,80,20,9,2024-11-05,0.18,2,345,4,109208/AL
45635643,FLH Lapa Design Apartment with Terrace,3953109,Feels Like Home,Lisboa,Estrela,38.70940017700195,-9.159740447998047,Entire home/apt,77,1,36,2024-10-12,0.85,279,358,12,107247/AL
45646069,GuestReady - Groovy Fanqueiros,402191311,GuestReady,Lisboa,Santa Maria Maior,38.71204,-9.13573,Entire home/apt,183,1,165,2024-11-25,3.72,23,345,38,13393/AL
45651063,"Spacious, Contemporary Flat: Views, Free Parking!",144152589,Olivier,Lisboa,Santa Maria Maior,38.709377,-9.135076,Entire home/apt,120,1,50,2024-11-24,1.32,12,327,5,1867/AL
46113146,Cozy charming flat in Flowers Garden!,373706405,Amélia,Lisboa,Misericrdia,38.71624,-9.15249,Entire home/apt,76,1,124,2024-11-21,2.59,3,66,40,79500/AL
46121867,Príncipe Real Charm Place,370731527,Maria Teresa,Lisboa,Misericrdia,38.71617,-9.15294,Entire home/apt,115,28,8,2024-11-10,0.19,2,196,4,Exempt
46122308,Chiado Chic Apartment,370731527,Maria Teresa,Lisboa,Santa Maria Maior,38.70885,-9.14211,Entire home/apt,225,2,239,2024-12-01,4.95,2,202,71,39929/AL
46128634,The Homeboat Company I- PDN,36302573,The Homeboat Company,Lisboa,Parque das Naes,38.754284,-9.093619,Entire home/apt,347,1,151,2024-03-27,3.04,7,0,3,Exempt
46129315,Top Floor Suite  with Balcony Lisbon City Center,372159762,Be Our Guest,Lisboa,Santo Antnio,38.72116,-9.15407,Entire home/apt,126,2,0,,,5,355,0,78064/AL
46138044,Sunny Apartment in the Heart of Príncipe Real,8046399,Tomás,Lisboa,Misericrdia,38.71543,-9.15288,Entire home/apt,117,2,99,2024-11-10,2.35,22,238,38,107408/AL
46138551,Noites perfeitas a bordo de um veleiro de 2020.,373874880,Pedro,Lisboa,Belm,38.693184,-9.210873,Entire home/apt,320,1,7,2022-11-02,0.15,1,360,0,Exempt
46164458,White & Blue Vintage Home in Graça,157141527,Nest@Lisbon,Lisboa,So Vicente,38.720036,-9.129024,Entire home/apt,141,2,50,2024-10-19,1.00,18,317,7,80024/AL
46175267,Cosy 1-bedroom apartment in the heart of Lisbon,374076160,Nicole,Lisboa,Arroios,38.7271,-9.14181,Entire home/apt,110,28,24,2024-12-01,0.83,1,325,14,93221/AL
46188373,Room at Silk Lisbon Bed & Breakfast,62616775,Silk,Lisboa,Avenidas Novas,38.73158,-9.14828,Private room,,1,0,,,1,0,0,19275/AL
46208706,FLH Estefânia Storyteller with Terrace,3953109,Feels Like Home,Lisboa,Arroios,38.7331,-9.13943,Entire home/apt,,1,16,2022-08-19,0.32,279,0,0,84943/AL
46210221,Apartamento para famílias no centro de lisboa,196897619,Francisca,Lisboa,Santa Maria Maior,38.71185,-9.13477,Entire home/apt,,25,2,2023-10-31,0.12,1,7,0,66733/AL
46231876,Summer in Paradise 2 BR near Ericeira with pool,331391493,Alojoeste,Mafra,Ericeira,38.98244,-9.41401,Entire home/apt,86,3,32,2024-12-01,0.77,57,284,8,112957/AL
46237905,Two Bedroom Suite in Lisbon City Center,372159762,Be Our Guest,Lisboa,Santo Antnio,38.72098,-9.1534,Entire home/apt,159,2,0,,,5,355,0,78064/AL
46237911,Fully Equipped 1 Bedroom Apartment Lisbon Center,372159762,Be Our Guest,Lisboa,Santo Antnio,38.7216,-9.15366,Entire home/apt,159,2,0,,,5,355,0,78064/AL
46242869,Mi apartamento Lisboeta,15832861,Nicolas,Lisboa,Arroios,38.7207969,-9.133731299999999,Entire home/apt,78,2,0,,,1,232,0,1254
46252380,FLH Chiado Nature Apartment,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.71049880981445,-9.13899040222168,Entire home/apt,88,1,106,2024-12-06,2.44,279,340,13,99536/AL
46255033,Little Lovely Room,374535800,Júlia,Lisboa,Arroios,38.73446,-9.14222,Private room,27,1,63,2024-11-27,1.54,11,177,10,67836/AL
46258606,Pearl of Belem,208933060,Mojo,Lisboa,Ajuda,38.70102,-9.19606,Entire home/apt,71,1,60,2024-11-15,1.47,26,339,15,110202/AL
46258612,Vila Adell,208933060,Mojo,Lisboa,Alcntara,38.70622,-9.18889,Entire home/apt,44,1,49,2024-11-22,1.23,26,134,14,108938/AL
46258962,"Apartment in Lisbon! Perfect for ""digital nomads""",374559992,Sofia,Lisboa,Alcntara,38.70383,-9.19043,Entire home/apt,100,2,53,2024-09-01,1.07,1,199,16,106356/AL
46260680,M&A Apartment,284053503,Horvanda Alexandra,Lisboa,Santo Antnio,38.72478,-9.15563,Entire home/apt,160,4,56,2024-10-05,1.32,2,333,13,Exempt
46270067,Female-only Shared or Private* Sea View Twin Room,374631491,Salty,Mafra,Ericeira,38.96605,-9.41457,Shared room,45,1,5,2022-07-19,0.12,5,227,0,113153/AL
46273390,8 Building Apartment 404 [T1] - River View,372623784,Weihua,Lisboa,Misericrdia,38.70766,-9.14688,Entire home/apt,95,4,2,2024-10-26,0.95,2,359,2,113094
46273871,*Female-Only Amazing Sea View Premium Shared 6-bed,374631491,Salty,Mafra,Ericeira,38.96608,-9.41453,Shared room,15,1,6,2023-08-14,0.14,5,227,0,113153/AL
46274761,*Female-Only 8-bed Sea View : Yoga & Surf Retreat,374631491,Salty,Mafra,Ericeira,38.96595,-9.41615,Shared room,15,1,3,2024-05-29,0.10,5,227,1,113153/AL
46274979,*Female-Only Premium Shared Sea View: Yoga Retreat,374631491,Salty,Mafra,Ericeira,38.96661,-9.41639,Shared room,15,1,1,2023-07-15,0.06,5,227,0,113153/AL
46275466,*Mixed Premium Shared Sea View + Ensuite,374631491,Salty,Mafra,Ericeira,38.96646,-9.41625,Shared room,15,1,41,2024-08-11,0.98,5,227,2,113153/AL
46276776,Apartment in Ericeira - 3 Bedrooms,17206393,Golden,Mafra,Ericeira,38.97233,-9.4164,Entire home/apt,85,2,46,2024-11-03,1.12,14,358,21,29207/AL
46279167,Bella Village,294163949,Edna,Cadaval,Lamas e Cercal,39.23534,-9.00111,Entire home/apt,,1,0,,,1,0,0,885/2020
46292038,Charming Santa Catarina - Chiado with parking,73827048,Ana,Lisboa,Misericrdia,38.71238095161705,-9.1495760108485,Entire home/apt,48,2,186,2024-12-01,4.52,2,250,54,84305/AL
46292577,sunnyside bedroom ericeira,173388935,Luis,Mafra,Ericeira,38.95466,-9.40497,Private room,35,2,73,2024-12-01,1.47,1,365,21,97131/AL
46293562,Graça Elegant Apartment with Balcony and Lift,374765472,Ana Maria,Lisboa,So Vicente,38.71886,-9.12887,Entire home/apt,155,2,147,2024-11-25,3.59,1,139,60,121946/AL
46299107,São Jorge Apartments & Suites 1A/1B,97375460,Jorge,Lisboa,Santa Maria Maior,38.71765,-9.13529,Entire home/apt,104,1,15,2024-10-13,0.30,2,337,2,22998/AL
46307080,54 Santa Catarina - Studio,214107680,Amgi,Lisboa,Misericrdia,38.709496,-9.150622,Entire home/apt,122,1,0,,,17,324,0,79536/AL
46308526,Comfortable  flat near Marquês de Pombal,132224772,Sara,Lisboa,Santo Antnio,38.72439,-9.14518,Entire home/apt,107,3,213,2024-12-08,4.40,3,249,51,37805-AL
46314055,Portugal Portfolio - Atlantic Views,25391913,Portugal Portfolio,Cascais,Cascais e Estoril,38.706302642822266,-9.40795612335205,Entire home/apt,111,4,17,2024-07-31,0.38,48,328,3,90828/AL
46332906,Room for rent,374798304,Mariana,Sintra,Queluz e Belas,38.75749,-9.25308,Private room,,2,1,2020-12-12,0.02,1,0,0,Exempt
46344123,54 São Paulo - Ap. 1 Quarto e Jardim Privado,214107680,Amgi,Lisboa,Misericrdia,38.708770751953125,-9.149169921875,Entire home/apt,157,1,18,2024-10-14,0.40,17,2,6,7501/AL
46349293,Lisbon10 E1,355016788,Lisbon10,Lisboa,Campo de Ourique,38.71796,-9.15642,Entire home/apt,,1,0,,,10,0,0,98251/AL
46350005,Lisbon10 D2,355016788,Lisbon10,Lisboa,Campo de Ourique,38.71673,-9.15634,Entire home/apt,,1,0,,,10,0,0,98250/AL
46350646,Lisbon10 D1,355016788,Lisbon10,Lisboa,Campo de Ourique,38.71855,-9.15646,Entire home/apt,,1,0,,,10,0,0,98250/AL
46368131,Alfama Duplex Sea View - 4 Persons,179975688,Bruno,Lisboa,Santa Maria Maior,38.712856,-9.126507,Entire home/apt,110,2,102,2024-11-14,2.54,2,351,25,66884/AL
46375287,FLH Alfama Traditional Flat,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.71189880371094,-9.12755012512207,Entire home/apt,,1,27,2022-11-05,0.71,279,0,0,82837/AL
46433466,Cascais Pentax Studio,131966086,Paula And Alexandre,Cascais,Cascais e Estoril,38.70669,-9.43156,Entire home/apt,60,3,78,2024-11-09,1.65,1,122,21,113572/AL
46466070,Hotel Estoril Eden - winter times at Eden,375882830,Estoril,Cascais,Cascais e Estoril,38.7035,-9.40744,Entire home/apt,,3,0,,,2,0,0,RNET 90
46466722,FLH Cascais Wooden Spacious Apartment,3953109,Feels Like Home,Cascais,Cascais e Estoril,38.698699951171875,-9.437939643859863,Entire home/apt,177,1,25,2024-10-13,0.52,279,348,3,112763/AL
46480506,Hotel Estoril Eden - Work and Enjoy,375882830,Estoril,Cascais,Cascais e Estoril,38.70515,-9.4071,Entire home/apt,,1,1,2021-01-01,0.02,2,0,0,RNET 90
46484842,Encosta do Almargem 2 - Estúdio,161145671,Encosta,Sobral De Monte Agrao,Santo Quintino,39.00571,-9.14693,Entire home/apt,65,2,73,2024-10-30,1.48,2,306,23,137363/AL
46490617,Quarto para 2 pessoas,190230901,Camila,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70787,-9.24176,Private room,,3,0,,,1,0,0,Exempt
46502864,FLH Praça Comércio Tropical Flat,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.708839863149514,-9.13740818870969,Entire home/apt,184,1,102,2024-08-22,2.41,279,307,21,104803/AL
46525969,Bela Vista Prime near airport w/garage by Homeful,376280887,Alice,Lisboa,Marvila,38.74811,-9.11852,Entire home/apt,140,1,14,2023-09-03,0.34,1,82,0,113503/AL
46528299,Castelo’s room 1,17958466,Mario,Lisboa,Santa Maria Maior,38.71278,-9.13329,Private room,19,1,59,2024-11-20,3.55,5,40,38,Exempt
46540490,Idyllic and Central Apartment with Courtyard,74171605,Rui & Elsa,Lisboa,Misericrdia,38.71064,-9.15007,Entire home/apt,85,2,120,2024-11-21,2.47,25,310,23,50788/AL
46596982,Cantinho de Algés,266247651,Hugo,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70293,-9.22984,Entire home/apt,41,1,129,2024-11-23,2.68,6,161,45,113155/AL
46612244,Enjoy Lisbon Carcavelos,13530121,Isabel & Isa,Cascais,Carcavelos e Parede,38.67949,-9.32961,Entire home/apt,87,3,53,2024-11-18,1.75,6,364,16,113404/AL
46633210,Penthouse in historic Lisbon great terrace & views,690076,Byron,Lisboa,Arroios,38.72409,-9.13269,Entire home/apt,124,4,95,2024-12-08,2.23,1,306,61,113485/AL
46650590,Casa de Santo António,91243694,Afonso,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.798,-9.41449,Entire home/apt,179,3,49,2024-10-08,1.16,1,334,21,135300/AL
46705548,Sunny ocean view apartment with swimming pool,16959400,Elizabeth,Mafra,Ericeira,38.95243,-9.41314,Entire home/apt,95,3,70,2024-10-31,1.45,4,123,26,99407/AL
46709965,Casa da Picada    -   Fontanelas,377525589,Luciano,Sintra,So Joo das Lampas e Terrugem,38.85113,-9.43746,Entire home/apt,100,4,79,2024-11-04,1.76,1,146,22,113397/AL
46719189,Estrela Apartment - Perfect for Families & Friends,488975060,Umo,Lisboa,Estrela,38.71116,-9.15701,Entire home/apt,300,2,65,2024-11-15,1.51,1,350,19,113520/AL
46725129,T2 Cascais  Centro - Ribeira das Vinhas,170464420,Rui,Cascais,Cascais e Estoril,38.70275,-9.42299,Entire home/apt,121,4,32,2024-11-05,0.81,5,195,13,111045/AL
46725477,Lisboa Condomínio Luxo c/segurança estádio da Luz,31303807,Mister,Lisboa,So Domingos de Benfica,38.75144,-9.18199,Entire home/apt,235,5,9,2024-09-28,0.30,1,362,4,113519/AL
46731166,FLH Cozy Apartment near Av. Da Liberdade,3953109,Feels Like Home,Lisboa,Santo Antnio,38.71714782714844,-9.144563674926758,Entire home/apt,,1,7,2021-09-26,0.16,279,0,0,34156/AL
46731169,FLH Lisbon Sun Terrace Graça I,3953109,Feels Like Home,Lisboa,So Vicente,38.719635009765625,-9.124744415283203,Entire home/apt,,1,0,,,279,0,0,24352/AL
46731179,FLH Spacious flat near Av. da Liberdade II,3953109,Feels Like Home,Lisboa,Santo Antnio,38.722442626953125,-9.149715423583984,Entire home/apt,,1,3,2022-08-20,0.10,279,0,0,45084/AL
46731193,FLH Beato River View with Balcony,3953109,Feels Like Home,Lisboa,Penha de Frana,38.72429275512695,-9.117852210998535,Entire home/apt,54,1,24,2024-11-21,0.70,279,346,5,96388/AL
46731196,FLH Sé Cozy Flat,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.71056365966797,-9.134380340576172,Entire home/apt,112,1,80,2024-11-17,2.01,279,325,31,50882/AL
46731197,FLH Lisbon Sun Terrace Graça V,3953109,Feels Like Home,Lisboa,So Vicente,38.71958923339844,-9.124794960021973,Entire home/apt,,1,9,2023-03-10,0.28,279,0,0,38030/AL
46731202,FLH Alameda Spacious Apartment,3953109,Feels Like Home,Lisboa,Areeiro,38.73726,-9.13168,Entire home/apt,,1,1,2021-08-10,0.02,279,0,0,60685/AL
47531335,The Sun House,195140646,Lisa'S Homes,Mafra,Ericeira,38.96439,-9.41313,Entire home/apt,159,4,57,2024-10-05,1.37,20,274,12,Exempt
47542515,Aurea Trendy 1 BDR Apartment OUH,359651204,Portugal On Holidays,Lisboa,Santa Maria Maior,38.708591695614004,-9.13709791716184,Entire home/apt,150,2,23,2024-04-19,0.54,3,183,3,61256/AL
47545536,Casa 37 - Country Home,95650636,Ana,Sintra,So Joo das Lampas e Terrugem,38.8426,-9.38064,Entire home/apt,70,2,38,2024-10-13,0.94,3,1,12,113909/AL
47549100,Ericeira Surf Studio 🌊New Listing🌊,321346167,Marta,Mafra,Ericeira,38.98284,-9.41472,Entire home/apt,75,20,40,2024-11-04,1.43,1,76,20,104426/AL
47562160,Beachfront Villa | 2 minute walk from the beach,147413223,Vasco Gomes Teixeira,Sintra,Colares,38.81353,-9.47694,Entire home/apt,600,7,20,2024-10-31,0.52,2,302,5,14053/AL
47565820,Apartamento T1 Olaias,10179713,Joao,Lisboa,Beato,38.73723,-9.12432,Entire home/apt,55,1,35,2024-10-09,0.86,1,123,24,118266/AL
47575967,Vibrant 2 Bedroom Flat in the aged Soul of Graça,248295074,Nicolas,Lisboa,So Vicente,38.718,-9.128,Entire home/apt,57,2,101,2024-11-11,2.15,1,354,31,10725/AL
47576246,Modern apartment in Anjos by LovelyStay,154827456,Joaquim,Lisboa,Arroios,38.72876,-9.13492,Entire home/apt,47,2,109,2024-11-30,2.63,1,237,37,55012/AL
47577423,"Room (private) for 6 in Hostel, Carcavelos, Lisbon",122481877,Joana,Cascais,Carcavelos e Parede,38.68484,-9.33864,Shared room,144,1,0,,,5,365,0,18040/AL
45708760,*Private room w/ an exclusive wc*,114297543,Diana,Cascais,Carcavelos e Parede,38.6902,-9.3393,Private room,49,2,20,2023-09-28,0.40,1,163,0,Exempt
45722629,Alfama oldtown  28tram castle&viewpoints apartment,410341029,Vasyl,Lisboa,Santa Maria Maior,38.71405,-9.13131,Entire home/apt,45,2,247,2024-11-28,4.92,4,51,69,85248/AL
45729118,"Cozy Cottage with outdoor tub, fireplace & nature",16696225,Aline,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79291,-9.40399,Entire home/apt,224,1,180,2024-12-08,3.60,15,274,43,112865/AL
45746815,Master Deco Gem in Baixa,17163789,Gem,Lisboa,Santa Maria Maior,38.714169,-9.137246,Entire home/apt,348,1,74,2024-09-30,1.87,20,82,25,79018/AL
45747820,Quiet Prince - City Center Apartment (2D),367458501,Dinis,Lisboa,Misericrdia,38.71367,-9.14999,Entire home/apt,108,2,77,2024-12-02,1.53,5,261,18,74666/AL
45748576,Quiet Prince - City Center Apartment (2E),367458501,Dinis,Lisboa,Misericrdia,38.71367,-9.14999,Entire home/apt,63,2,103,2024-12-08,2.42,5,133,26,74665/AL
45754192,Lisbon Big 2 Bedroom Apartment Great Location,8839058,Andreia,Lisboa,So Vicente,38.7171,-9.12891,Entire home/apt,97,3,155,2024-11-15,3.64,9,178,44,86.366AL
45759708,Quiet Prince - City Center Apartment (1E),367458501,Dinis,Lisboa,Misericrdia,38.71367,-9.14999,Entire home/apt,94,2,95,2024-11-16,1.90,5,273,29,74667/AL
45759971,Quiet Prince - City Center Flat with Garden (RCD),367458501,Dinis,Lisboa,Misericrdia,38.71367,-9.14999,Entire home/apt,81,2,40,2024-11-18,0.81,5,361,18,74670/AL
45760104,Quiet Prince - City Center Flat with Garden (RCE),367458501,Dinis,Lisboa,Misericrdia,38.71367,-9.14999,Entire home/apt,123,2,81,2024-11-20,1.61,5,167,16,74667/AL
45768561,Lisbon Rossio Typical Apartments 1ºESQ.,371050748,Mario Rui,Lisboa,Arroios,38.71557,-9.1387,Entire home/apt,101,2,57,2024-09-02,1.42,5,359,6,95471/AL
45777598,Cosy Flat by the Castle,8026998,Inês,Lisboa,Santa Maria Maior,38.71444,-9.13246,Entire home/apt,72,3,87,2024-10-21,1.75,3,172,25,79261/AL
45777973,Mar à Vista Family Apartment in Ericeira,189335644,Miguel,Mafra,Carvoeira,38.95175,-9.41272,Entire home/apt,79,4,23,2024-09-01,0.55,1,91,4,72524/AL
45785518,Luxury Colina Park,234375057,Feeling INN,Cascais,Cascais e Estoril,38.70428,-9.42276,Entire home/apt,349,28,4,2022-10-18,0.08,13,364,0,112662/AL
45787611,Gaivotas,30711920,Maria,Lisboa,Misericrdia,38.70943937859485,-9.151119813323021,Entire home/apt,107,3,2,2024-08-23,0.50,2,197,2,85815/AL
45787617,Rua do Almada Apartment,30711920,Maria,Lisboa,Misericrdia,38.70891,-9.14784,Entire home/apt,120,3,16,2024-01-02,0.57,2,359,1,85895/AL
45792028,200 sqm Apartment in Sintra with Pool,371083948,"Loic, Estelle And Co",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.829781,-9.444704,Entire home/apt,574,1,1,2022-08-20,0.04,1,365,0,11506/AL
45792605,"Estúdio T0 Espaçoso - Jardim do Estoril, Casino",114444229,Cristina,Cascais,Cascais e Estoril,38.70502,-9.39621,Entire home/apt,65,2,29,2024-11-26,0.59,1,150,14,113738/AL
45794379,Garden Rooftop by Imperium,64451219,Sandro,Lisboa,Santa Maria Maior,38.71492,-9.1341,Entire home/apt,1041,3,128,2024-11-27,2.91,1,252,34,38467/AL
45821452,Carcavelos Beach double room with ensuite bathroom,19701223,Ana,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68411,-9.32216,Private room,,1,0,,,10,0,0,108228/AL
45828575,FAMILY APARTMENT LISBON - ESTORIL,141585390,José,Cascais,Cascais e Estoril,38.70139,-9.38073,Entire home/apt,240,2,8,2024-07-16,0.27,5,107,1,118635/AL
45835949,The House of Nine Pine Trees,15180161,Sue,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81104,-9.42297,Entire home/apt,,3,75,2024-10-14,1.65,1,0,11,121073/AL
45836145,Collector House with Swimming Pool,75650572,Nuno,Lisboa,Beato,38.73024,-9.11239,Entire home/apt,,5,6,2023-08-24,0.15,1,0,0,Exempt
45843428,Cosy Apartment Lisbon Center,199780954,Sónia,Lisboa,Campolide,38.72931,-9.16435,Entire home/apt,,7,0,,,1,362,0,Exempt
45844262,Casas da Travessa | Blue House [Alenquer],367999964,Cláudia,Alenquer,Alenquer (Santo Estvo e Triana),39.05846,-9.00625,Entire home/apt,167,2,24,2024-10-26,0.59,4,321,7,111431/AL
45855270,Rossio Garden Hotel,367989249,Rossio Garden Hotel,Lisboa,Santa Maria Maior,38.71561,-9.1405,Private room,78,1,1657,2024-12-14,32.66,1,228,119,6748/RNT
45861793,"Quiet, Safe T1 close to centre, Av Libertade metro",218298020,Linda,Lisboa,Santo Antnio,38.71978,-9.1428,Entire home/apt,55,14,12,2023-11-20,0.29,2,167,0,80750 AL
45862512,Casas da Travessa | Green House [Alenquer],367999964,Cláudia,Alenquer,Alenquer (Santo Estvo e Triana),39.05834,-9.00688,Entire home/apt,144,2,17,2024-10-19,0.43,4,332,5,111434/AL
45870624,Lisbon Rossio Typical Apartments 1ºDRT,371050748,Mario Rui,Lisboa,Arroios,38.71557,-9.1387,Entire home/apt,101,2,107,2024-12-08,2.54,5,358,20,95473/AL
45873099,Room 14 - Rossio,98229262,Welcome,Lisboa,Santa Maria Maior,38.71607,-9.13711,Private room,24,1,166,2024-11-30,3.31,13,100,41,12877/AL
45877394,Luzeiros Suites - Quarto Duplo/Twin Deluxe,264499398,Luzeiros Suites,Lisboa,Avenidas Novas,38.74059,-9.14636,Private room,,1,6,2022-09-27,0.12,6,364,0,100850/AL
45877654,Luzeiros Suites - Quarto Duplo/Twin Superior,264499398,Luzeiros Suites,Lisboa,Avenidas Novas,38.74207,-9.14607,Private room,,1,7,2024-10-14,0.14,6,365,1,100850/AL
45878737,Luzeiros Suites - T2,264499398,Luzeiros Suites,Lisboa,Avenidas Novas,38.74054,-9.14825,Entire home/apt,150,7,0,,,6,362,0,Exempt
45879020,Luzeiros Suites - T1 com Varanda,264499398,Luzeiros Suites,Lisboa,Avenidas Novas,38.74177,-9.14776,Entire home/apt,111,7,3,2023-01-02,0.09,6,301,0,Exempt
45888840,"Private room, Denny Silva, 17 min…To Airport",359833284,Denny Silva,Amadora,guas Livres,38.74773,-9.23139,Private room,24,2,113,2024-11-05,3.29,1,144,37,Exempt
45907000,Exquisite Townhouse for 8 in Lisbon City Center,372159762,Be Our Guest,Lisboa,Santo Antnio,38.72091,-9.15548,Entire home/apt,479,1,3,2021-03-01,0.06,5,355,0,78064/AL
45908725,Loft de Luxo em Alfama By Epic Collection,372159762,Be Our Guest,Lisboa,Santa Maria Maior,38.7103,-9.13169,Entire home/apt,161,2,262,2024-11-26,5.19,5,22,80,78068/AL
45964995,8 Building  Apartment 322 [Studio] - Garden View,372623784,Weihua,Lisboa,Misericrdia,38.70706,-9.1478,Entire home/apt,76,4,2,2022-09-25,0.06,2,355,0,112853
45966934,Rossio Boutique Hotel,372631254,Rossio Boutique Hotel,Lisboa,Santa Maria Maior,38.71495,-9.13831,Private room,95,1,224,2024-09-02,4.45,1,228,4,89828/AL
45967095,54 São Paulo - Studio,214107680,Amgi,Lisboa,Misericrdia,38.708763122558594,-9.149201393127441,Entire home/apt,123,1,49,2024-11-13,0.99,17,7,5,112023/AL
45982360,Chiado Cozy Bright Apt with AC,219875326,Andreia,Lisboa,Misericrdia,38.70601,-9.14277,Entire home/apt,69,1,88,2024-12-09,2.72,35,147,40,86559/AL
45982943,Center Loft with Garden / terrace and Parking,17355671,Hugo,Lisboa,So Vicente,38.71799,-9.12975,Entire home/apt,,1,0,,,3,0,0,Exempt
